keyword,location,page,position,company,companyRating,companyReviewCount,highlyRatedEmployer,jobkey,jobTitle,jobLocationCity,jobLocationPostal,jobLocationState,maxSalary,minSalary,salaryType,pubDate,jobDescription
software engineer,California,6,11,VMware,4.1,1048,,5a942958866e2e12,"Software Engineer - vSAN San Francisco, CA",San Francisco,,CA,168704.64,133234.55,168704.64,1694149200000,
software engineer,California,6,12,INTEL,4.1,6109,,b292db7ac6ce21cc,Software Engineer - Graphics and AI,Santa Clara,,CA,0,0,none,1693544400000,
software engineer,California,6,13,Splunk,4.1,79,,9d8a1d98ee20dd15,Software Engineer (Front-end) - (US Remote Available),,,CA,0,0,none,1694581200000,
software engineer,California,6,14,TikTok,3.5,153,,a346751c5eaefb1a,Frontend Software Engineer Graduate (Trust and Safety Engineering) - 2024 Start (BS/MS),San Jose,,CA,0,0,none,1691730000000,
software engineer,California,4,0,DeepVu,0,0,,4362f4c1e2ff4ec4,Sr. Backend Software Engineer,Berkeley,94704,CA,180841.05,142819.3,180841.05,1610344800000,
software engineer,California,4,1,AppLovin,4.6,5,,73f6c9b0826f5280,"Software Engineer II, C++ Backend",Palo Alto,94301,CA,0,0,none,1692334800000,
software engineer,California,4,2,Adobe,4.3,776,,33882ad49837bf33,2024 University Graduate - Machine Learning Engineer,San Jose,95110,CA,0,0,none,1694149200000,
software engineer,California,4,3,Salesforce,4.3,1077,,6acb6444419df011,Software Engineering MTS,San Francisco,,CA,0,0,none,1693458000000,
software engineer,California,4,4,Oracle,3.8,6958,,7ef0584bcf062d4d,Software Developer 4,,,CA,133466.44,105405.18,133466.44,1693285200000,
software engineer,California,4,5,KLA,3.9,248,,1ea58795107d51e7,Software Engineer (E),Milpitas,,CA,0,0,none,1691384400000,
software engineer,California,4,6,Ojas Innovative Technologies,0,0,,6156258e46344bf0,Software Engineer,Los Angeles,,CA,137196.86,108351.27,137196.86,1655874000000,
software engineer,California,4,7,TikTok,3.5,153,,dede95cb4eb4ee1e,"Backend Software Engineer, Content E-commerce",San Jose,,CA,0,0,none,1694494800000,
software engineer,California,4,8,Apple,4.1,12265,,42b0e8b86c42658a,Software Engineer - Big Data Technologies,San Diego,,CA,0,0,none,1694235600000,
software engineer,California,4,9,Neuralink,0,0,,aa4dca6ed5ec2319,"Software Engineer, Robotics",Fremont,,CA,0,0,none,1693198800000,
software engineer,California,4,10,Adobe,4.3,776,,851f76d09a08880d,2024 University Graduate - Machine Learning Engineer,San Jose,95110,CA,0,0,none,1694408400000,
software engineer,California,4,11,One Wheel,0,0,,899b2449593b8bb1,Software Engineer,Santa Cruz,,CA,125019.78,98734.42,125019.78,1555218000000,
software engineer,California,4,12,Panasonic Avionics Corporation,3.5,356,,b3da6d614b09e2de,"MTS I, Software Engineer",Irvine,92612,CA,100050.98,79015.305,100050.98,1691038800000,
software engineer,California,4,13,INTEL,4.1,6109,,05177bf8ea28f11b,System Software Engineer - Intel Foundry,Santa Clara,,CA,0,0,none,1694494800000,
software engineer,California,4,14,Atomic,0,0,,fb5e16c5bea5f594,Full-Stack Software Engineer,,,CA,0,0,none,1693198800000,
software engineer,California,3,0,Lawrence Livermore National Laboratory,4.2,206,,54fe8327ab0e216c,Software Developer-Early Career,Livermore,,CA,0,0,none,1694408400000,
software engineer,California,3,1,Fitbit,4.3,4919,,40e44599709af914,"Software Engineer, Fitbit",San Diego,,CA,0,0,none,1692939600000,
software engineer,California,3,2,Wells Fargo,3.7,44890,,889ad3581dbd2755,Software Engineer,San Francisco,,CA,0,0,none,1694408400000,
software engineer,California,3,3,First American Financial Corporation,3.8,2146,,d6482a90f4f6ec2a,REMOTE - Full Stack Engineer,Santa Ana,,CA,0,0,none,1693544400000,
software engineer,California,3,4,NVIDIA,4.2,270,,9883d6827efde1c8,GPU Performance Software Engineer - New College Grad 2023,Santa Clara,,CA,0,0,none,1693371600000,
software engineer,California,3,5,TikTok,3.5,153,,cd7ed8ef8095b3b8,Software Engineer Graduate (Monetization Technology-Big Data) - 2024 Start (BS/MS),San Jose,,CA,0,0,none,690703200000,
software engineer,California,3,6,BAE Systems,3.8,1243,,300d0b0c8f1aaec8,2024 Entry Level Software Engineer,San Diego,92127,CA,0,0,none,1694667600000,
software engineer,California,3,7,Verkada,3.3,9,,8a1db620bc403946,Security Software Engineer - University Graduate 2024,San Mateo,,CA,0,0,none,1693285200000,
software engineer,California,3,8,Adobe,4.3,776,,76cd0fe57f357f9c,Software Development Engineer,San Jose,95110,CA,0,0,none,1683090000000,
software engineer,California,3,9,"Zoom Video Communications, Inc.",3.8,21,,53f18c02cb0fb5eb,Software Development Engineer,San Jose,95113,CA,0,0,none,1694581200000,
software engineer,California,3,10,Hatch IT,0,0,,c70101e14bfcc4d1,Software Engineer (Frontend),San Francisco,,CA,0,0,none,1692680400000,
software engineer,California,3,11,VMware,4.1,1048,,49649bf87f07ae4b,"Software Engineer - vSAN Palo Alto, CA",Palo Alto,,CA,166551.52,131534.14,166551.52,1694149200000,
software engineer,California,3,12,Adobe,4.3,776,,ef959328306445e8,Software Development Engineer,San Jose,95110,CA,0,0,none,1690779600000,
software engineer,California,3,13,Amazon.com Services LLC,3.5,44527,,2cc749df17302a3c,Jr. Software Development Engineer,San Luis Obispo,93401,CA,0,0,none,1691989200000,
software engineer,California,3,14,Workday,3.9,160,,6e04a1ed98d272f9,Software Development Engineer - Recruiting Development,Pleasanton,,CA,0,0,none,1694581200000,
software engineer,California,5,0,Adobe,4.3,776,,ef959328306445e8,Software Development Engineer,San Jose,95110,CA,0,0,none,1690779600000,
software engineer,California,5,1,Amazon.com Services LLC,3.5,44527,,2cc749df17302a3c,Jr. Software Development Engineer,San Luis Obispo,93401,CA,0,0,none,1691989200000,
software engineer,California,5,2,DeepVu,0,0,,4362f4c1e2ff4ec4,Sr. Backend Software Engineer,Berkeley,94704,CA,180841.05,142819.3,180841.05,1610344800000,
software engineer,California,5,3,AppLovin,4.6,5,,73f6c9b0826f5280,"Software Engineer II, C++ Backend",Palo Alto,94301,CA,0,0,none,1692334800000,
software engineer,California,5,4,Adobe,4.3,776,,33882ad49837bf33,2024 University Graduate - Machine Learning Engineer,San Jose,95110,CA,0,0,none,1694149200000,
software engineer,California,5,5,Salesforce,4.3,1077,,6acb6444419df011,Software Engineering MTS,San Francisco,,CA,0,0,none,1693458000000,
software engineer,California,5,6,Oracle,3.8,6958,,7ef0584bcf062d4d,Software Developer 4,,,CA,133466.44,105405.18,133466.44,1693285200000,
software engineer,California,5,7,KLA,3.9,248,,1ea58795107d51e7,Software Engineer (E),Milpitas,,CA,0,0,none,1691384400000,
software engineer,California,5,8,Ojas Innovative Technologies,0,0,,6156258e46344bf0,Software Engineer,Los Angeles,,CA,137196.86,108351.27,137196.86,1655874000000,
software engineer,California,5,9,TikTok,3.5,153,,dede95cb4eb4ee1e,"Backend Software Engineer, Content E-commerce",San Jose,,CA,0,0,none,1694494800000,
software engineer,California,5,10,Apple,4.1,12265,,42b0e8b86c42658a,Software Engineer - Big Data Technologies,San Diego,,CA,0,0,none,1694235600000,
software engineer,California,5,11,Neuralink,0,0,,aa4dca6ed5ec2319,"Software Engineer, Robotics",Fremont,,CA,0,0,none,1693198800000,
software engineer,California,5,12,One Wheel,0,0,,899b2449593b8bb1,Software Engineer,Santa Cruz,,CA,125019.78,98734.42,125019.78,1555218000000,
software engineer,California,5,13,PEAR Health Labs,0,0,,8da9bb06117b6678,DevOps Engineer,Solana Beach,92075,CA,0,0,none,1694062800000,
software engineer,California,5,14,Adobe,4.3,776,,851f76d09a08880d,2024 University Graduate - Machine Learning Engineer,San Jose,95110,CA,0,0,none,1694408400000,
